rank,result
1637,02:59:57
1638,02:59:57
1639,02:59:57
1640,02:59:58
1641,02:59:58
1642,02:59:59
1643,02:59:59
1644,03:00:00
1645,03:00:00
1646,03:00:00
1647,03:00:01
1648,03:00:01
1649,03:00:01
1650,03:00:03
1651,03:00:03
1652,03:00:04
1653,03:00:04
1654,03:00:05
1655,03:00:06
1656,03:00:07
1657,03:00:08
1658,03:00:09
1659,03:00:10
1660,03:00:10
1661,03:00:11
1662,03:00:11
1663,03:00:12
1664,03:00:12
1665,03:00:13
1666,03:00:14
1667,03:00:16
1668,03:00:16
1669,03:00:17
1670,03:00:17
1671,03:00:18
1672,03:00:18
1673,03:00:18
1674,03:00:18
1675,03:00:19
1676,03:00:20
1677,03:00:20
1678,03:00:20
1679,03:00:21
1680,03:00:22
1681,03:00:22
1682,03:00:22
1683,03:00:22
1684,03:00:26
1685,03:00:27
1686,03:00:27
1687,03:00:27
1688,03:00:27
1689,03:00:27
1690,03:00:28
1691,03:00:28
1692,03:00:28
1693,03:00:29
1694,03:00:29
1695,03:00:29
1696,03:00:30
1697,03:00:30
1698,03:00:30
1699,03:00:30
1700,03:00:31
1701,03:00:31
1702,03:00:32
1703,03:00:32
1704,03:00:33
1705,03:00:33
1706,03:00:33
1707,03:00:33
1708,03:00:34
1709,03:00:34
1710,03:00:34
1711,03:00:34
1712,03:00:34
1713,03:00:34
1714,03:00:35
1715,03:00:36
1716,03:00:36
1717,03:00:37
1718,03:00:38
1719,03:00:38
1720,03:00:38
1721,03:00:38
1722,03:00:38
1723,03:00:39
1724,03:00:39
1725,03:00:39
1726,03:00:40
1727,03:00:41
1728,03:00:41
1729,03:00:41
1730,03:00:42
1731,03:00:44
1732,03:00:45
1733,03:00:45
1734,03:00:46
1735,03:00:47
1736,03:00:47
1737,03:00:48
1738,03:00:48
1739,03:00:49
1740,03:00:50
1741,03:00:51
1742,03:00:51
1743,03:00:52
1744,03:00:52
1745,03:00:53
1746,03:00:53
1747,03:00:54
1748,03:00:55
1749,03:00:55
1750,03:00:55
1751,03:00:57
1752,03:00:57
1753,03:00:58
1754,03:00:58
1755,03:00:58
1756,03:00:59
1757,03:00:59
1758,03:00:59
1759,03:01:00
1760,03:01:01
1761,03:01:01
1762,03:01:02
1763,03:01:02
1764,03:01:04
1765,03:01:04
1766,03:01:05
1767,03:01:05
1768,03:01:06
1769,03:01:07
1770,03:01:08
1771,03:01:08
1772,03:01:09
1773,03:01:10
1774,03:01:10
1775,03:01:11
1776,03:01:11
1777,03:01:11
1778,03:01:12
1779,03:01:13
1780,03:01:13
1781,03:01:14
1782,03:01:15
1783,03:01:16
1784,03:01:17
1785,03:01:18
1786,03:01:19
1787,03:01:19
1788,03:01:19
1789,03:01:19
1790,03:01:19
1791,03:01:20
1792,03:01:21
1793,03:01:21
1794,03:01:22
1795,03:01:22
1796,03:01:22
1797,03:01:22
1798,03:01:23
1799,03:01:25
1800,03:01:25
1801,03:01:25
1802,03:01:26
1803,03:01:27
1804,03:01:27
1805,03:01:28
1806,03:01:28
1807,03:01:29
1808,03:01:30
1809,03:01:31
1810,03:01:32
1811,03:01:32
1812,03:01:34
1813,03:01:37
1814,03:01:38
1815,03:01:39
1816,03:01:42
1817,03:01:42
1818,03:01:42
1819,03:01:42
1820,03:01:42
1821,03:01:42
1822,03:01:43
1823,03:01:43
1824,03:01:43
1825,03:01:45
1826,03:01:45
1827,03:01:49
1828,03:01:50
1829,03:01:50
1830,03:01:50
1831,03:01:51
1832,03:01:51
1833,03:01:53
1834,03:01:54
1835,03:01:54
1836,03:01:55
1837,03:01:55
1838,03:01:55
1839,03:01:57
1840,03:01:57
1841,03:01:58
1842,03:01:58
1843,03:01:59
1844,03:02:02
1845,03:02:03
1846,03:02:03
1847,03:02:05
1848,03:02:06
1849,03:02:06
1850,03:02:07
1851,03:02:07
1852,03:02:07
1853,03:02:08
1854,03:02:09
1855,03:02:09
1856,03:02:09
1857,03:02:09
1858,03:02:10
1859,03:02:10
1860,03:02:10
1861,03:02:11
1862,03:02:12
1863,03:02:12
1864,03:02:13
1865,03:02:14
1866,03:02:16
1867,03:02:17
1868,03:02:18
1869,03:02:18
1870,03:02:18
1871,03:02:20
1872,03:02:21
1873,03:02:21
1874,03:02:21
1875,03:02:21
1876,03:02:22
1877,03:02:22
1878,03:02:25
1879,03:02:26
1880,03:02:28
1881,03:02:28
1882,03:02:28
1883,03:02:29
1884,03:02:30
1885,03:02:30
1886,03:02:31
1887,03:02:31
1888,03:02:31
1889,03:02:34
1890,03:02:34
1891,03:02:36
1892,03:02:37
1893,03:02:37
1894,03:02:37
1895,03:02:37
1896,03:02:37
1897,03:02:37
1898,03:02:38
1899,03:02:38
1900,03:02:40
1901,03:02:41
1902,03:02:42
1903,03:02:43
1904,03:02:44
1905,03:02:44
1906,03:02:46
1907,03:02:46
1908,03:02:47
1909,03:02:47
1910,03:02:49
1911,03:02:50
1912,03:02:50
1913,03:02:50
1914,03:02:50
1915,03:02:50
1916,03:02:50
1917,03:02:50
1918,03:02:51
1919,03:02:52
1920,03:02:52
1921,03:02:53
1922,03:02:54
1923,03:02:54
1924,03:02:54
1925,03:02:55
1926,03:02:55
1927,03:02:55
1928,03:02:58
1929,03:02:58
1930,03:02:59
1931,03:02:59
1932,03:02:59
1933,03:03:00
1934,03:03:00
1935,03:03:00
1936,03:03:01
1937,03:03:01
1938,03:03:01
1939,03:03:02
1940,03:03:02
1941,03:03:02
1942,03:03:02
1943,03:03:03
1944,03:03:03
1945,03:03:04
1946,03:03:05
1947,03:03:05
1948,03:03:06
1949,03:03:07
1950,03:03:07
1951,03:03:07
1952,03:03:07
1953,03:03:07
1954,03:03:09
1955,03:03:10
1956,03:03:10
1957,03:03:13
1958,03:03:14
1959,03:03:14
1960,03:03:14
1961,03:03:14
1962,03:03:15
1963,03:03:15
1964,03:03:15
1965,03:03:15
1966,03:03:16
1967,03:03:17
1968,03:03:17
1969,03:03:17
1970,03:03:19
1971,03:03:19
1972,03:03:20
1973,03:03:20
1974,03:03:22
1975,03:03:23
1976,03:03:24
1977,03:03:25
1978,03:03:25
1979,03:03:25
1980,03:03:28
1981,03:03:29
1982,03:03:30
1983,03:03:31
1984,03:03:31
1985,03:03:32
1986,03:03:33
1987,03:03:34
1988,03:03:34
1989,03:03:34
1990,03:03:34
1991,03:03:37
1992,03:03:39
1993,03:03:39
1994,03:03:39
1995,03:03:40
1996,03:03:40
1997,03:03:40
1998,03:03:41
1999,03:03:42
2000,03:03:42
2001,03:03:42
2002,03:03:42
2003,03:03:43
2004,03:03:43
2005,03:03:44
2006,03:03:45
2007,03:03:45
2008,03:03:46
2009,03:03:47
2010,03:03:47
2011,03:03:47
2012,03:03:47
2013,03:03:47
2014,03:03:48
2015,03:03:48
2016,03:03:49
2017,03:03:50
2018,03:03:51
2019,03:03:51
2020,03:03:52
2021,03:03:53
2022,03:03:53
2023,03:03:55
2024,03:03:55
2025,03:03:55
2026,03:03:57
2027,03:03:58
2028,03:03:59
2029,03:03:59
2030,03:04:00
2031,03:04:00
2032,03:04:01
2033,03:04:01
2034,03:04:01
2035,03:04:02
2036,03:04:02
2037,03:04:02
2038,03:04:02
2039,03:04:02
2040,03:04:04
2041,03:04:04
2042,03:04:04
2043,03:04:04
2044,03:04:05
2045,03:04:06
2046,03:04:06
2047,03:04:07
2048,03:04:08
2049,03:04:08
2050,03:04:08
2051,03:04:08
2052,03:04:08
2053,03:04:11
2054,03:04:12
2055,03:04:15
2056,03:04:15
2057,03:04:15
2058,03:04:16
2059,03:04:17
2060,03:04:19
2061,03:04:19
2062,03:04:20
2063,03:04:20
2064,03:04:21
2065,03:04:22
2066,03:04:24
2067,03:04:24
2068,03:04:26
2069,03:04:26
2070,03:04:27
2071,03:04:30
2072,03:04:30
2073,03:04:31
2074,03:04:32
2075,03:04:32
2076,03:04:32
2077,03:04:33
2078,03:04:33
2079,03:04:34
2080,03:04:35
2081,03:04:35
2082,03:04:35
2083,03:04:35
2084,03:04:36
2085,03:04:36
2086,03:04:37
2087,03:04:37
2088,03:04:37
2089,03:04:37
2090,03:04:37
2091,03:04:38
2092,03:04:38
2093,03:04:39
2094,03:04:40
2095,03:04:42
2096,03:04:42
2097,03:04:42
2098,03:04:42
2099,03:04:44
2100,03:04:44
2101,03:04:45
2102,03:04:45
2103,03:04:47
2104,03:04:47
2105,03:04:48
2106,03:04:49
2107,03:04:49
2108,03:04:49
2109,03:04:49
2110,03:04:50
2111,03:04:50
2112,03:04:50
2113,03:04:50
2114,03:04:51
2115,03:04:52
2116,03:04:52
2117,03:04:52
2118,03:04:54
2119,03:04:54
2120,03:04:54
2121,03:04:55
2122,03:04:56
2123,03:04:58
2124,03:04:59
2125,03:04:59
2126,03:04:59
2127,03:04:59
2128,03:05:00
2129,03:05:00
2130,03:05:00
2131,03:05:01
2132,03:05:01
2133,03:05:02
2134,03:05:02
2135,03:05:02
2136,03:05:03
2137,03:05:04
2138,03:05:04
2139,03:05:05
2140,03:05:06
2141,03:05:08
2142,03:05:08
2143,03:05:08
2144,03:05:09
2145,03:05:09
2146,03:05:10
2147,03:05:10
2148,03:05:11
2149,03:05:12
2150,03:05:12
2151,03:05:13
2152,03:05:14
2153,03:05:14
2154,03:05:16
2155,03:05:17
2156,03:05:17
2157,03:05:17
2158,03:05:18
2159,03:05:18
2160,03:05:19
2161,03:05:20
2162,03:05:20
2163,03:05:21
2164,03:05:21
2165,03:05:21
2166,03:05:23
2167,03:05:23
2168,03:05:24
2169,03:05:24
2170,03:05:25
2171,03:05:25
2172,03:05:25
2173,03:05:26
2174,03:05:27
2175,03:05:28
2176,03:05:28
2177,03:05:30
2178,03:05:30
2179,03:05:30
2180,03:05:32
2181,03:05:34
2182,03:05:34
2183,03:05:36
2184,03:05:36
2185,03:05:38
2186,03:05:39
2187,03:05:39
2188,03:05:40
2189,03:05:41
2190,03:05:41
2191,03:05:41
2192,03:05:42
2193,03:05:43
2194,03:05:44
2195,03:05:44
2196,03:05:45
2197,03:05:45
2198,03:05:47
2199,03:05:48
2200,03:05:48
2201,03:05:48
2202,03:05:48
2203,03:05:49
2204,03:05:49
2205,03:05:50
2206,03:05:50
2207,03:05:53
2208,03:05:54
2209,03:05:54
2210,03:05:54
2211,03:05:54
2212,03:05:55
2213,03:05:55
2214,03:05:55
2215,03:05:56
2216,03:05:56
2217,03:05:57
2218,03:05:58
2219,03:05:59
2220,03:06:00
2221,03:06:00
2222,03:06:01
2223,03:06:02
2224,03:06:04
2225,03:06:04
2226,03:06:04
2227,03:06:05
2228,03:06:06
2229,03:06:07
2230,03:06:07
2231,03:06:08
2232,03:06:08
2233,03:06:09
2234,03:06:10
2235,03:06:10
2236,03:06:10
2237,03:06:11
2238,03:06:12
2239,03:06:12
2240,03:06:13
2241,03:06:14
2242,03:06:14
2243,03:06:15
2244,03:06:16
2245,03:06:16
2246,03:06:17
2247,03:06:17
2248,03:06:18
2249,03:06:18
2250,03:06:19
2251,03:06:19
2252,03:06:19
2253,03:06:19
2254,03:06:20
2255,03:06:21
2256,03:06:21
2257,03:06:21
2258,03:06:21
2259,03:06:22
2260,03:06:23
2261,03:06:24
2262,03:06:25
2263,03:06:25
2264,03:06:26
2265,03:06:26
2266,03:06:28
2267,03:06:28
2268,03:06:28
2269,03:06:29
2270,03:06:29
2271,03:06:29
2272,03:06:30
2273,03:06:30
2274,03:06:31
2275,03:06:31
2276,03:06:31
2277,03:06:31
2278,03:06:32
2279,03:06:33
2280,03:06:33
2281,03:06:35
2282,03:06:35
2283,03:06:35
2284,03:06:35
2285,03:06:35
2286,03:06:36
2287,03:06:36
2288,03:06:36
2289,03:06:37
2290,03:06:37
2291,03:06:38
2292,03:06:38
2293,03:06:38
2294,03:06:38
2295,03:06:38
2296,03:06:39
2297,03:06:39
2298,03:06:41
2299,03:06:42
2300,03:06:42
2301,03:06:42
2302,03:06:43
2303,03:06:43
2304,03:06:43
2305,03:06:44
2306,03:06:44
2307,03:06:45
2308,03:06:46
2309,03:06:46
2310,03:06:47
2311,03:06:47
2312,03:06:48
2313,03:06:49
2314,03:06:49
2315,03:06:49
2316,03:06:49
2317,03:06:50
2318,03:06:50
2319,03:06:51
2320,03:06:51
2321,03:06:51
2322,03:06:53
2323,03:06:53
2324,03:06:53
2325,03:06:54
2326,03:06:54
2327,03:06:55
2328,03:06:55
2329,03:06:56
2330,03:06:56
2331,03:06:56
2332,03:06:56
2333,03:06:56
2334,03:06:58
2335,03:06:58
2336,03:06:59
2337,03:06:59
2338,03:07:00
2339,03:07:00
2340,03:07:00
2341,03:07:00
2342,03:07:02
2343,03:07:03
2344,03:07:03
2345,03:07:03
2346,03:07:03
2347,03:07:04
2348,03:07:04
2349,03:07:04
2350,03:07:05
2351,03:07:05
2352,03:07:05
2353,03:07:06
2354,03:07:06
2355,03:07:07
2356,03:07:07
2357,03:07:07
2358,03:07:07
2359,03:07:09
2360,03:07:09
2361,03:07:10
2362,03:07:10
2363,03:07:11
2364,03:07:12
2365,03:07:12
2366,03:07:12
2367,03:07:14
2368,03:07:14
2369,03:07:15
2370,03:07:15
2371,03:07:15
2372,03:07:15
2373,03:07:16
2374,03:07:17
2375,03:07:18
2376,03:07:18
2377,03:07:18
2378,03:07:18
2379,03:07:19
2380,03:07:19
2381,03:07:20
2382,03:07:20
2383,03:07:20
2384,03:07:21
2385,03:07:21
2386,03:07:21
2387,03:07:22
2388,03:07:22
2389,03:07:22
2390,03:07:24
2391,03:07:25
2392,03:07:25
2393,03:07:27
2394,03:07:28
2395,03:07:28
2396,03:07:29
2397,03:07:29
2398,03:07:29
2399,03:07:30
2400,03:07:31
2401,03:07:32
2402,03:07:33
2403,03:07:35
2404,03:07:36
2405,03:07:37
2406,03:07:38
2407,03:07:38
2408,03:07:38
2409,03:07:39
2410,03:07:39
2411,03:07:39
2412,03:07:39
2413,03:07:39
2414,03:07:39
2415,03:07:40
2416,03:07:40
2417,03:07:43
2418,03:07:43
2419,03:07:44
2420,03:07:44
2421,03:07:46
2422,03:07:46
2423,03:07:48
2424,03:07:48
2425,03:07:49
2426,03:07:50
2427,03:07:50
2428,03:07:52
2429,03:07:52
2430,03:07:53
2431,03:07:53
2432,03:07:55
2433,03:07:55
2434,03:07:55
2435,03:07:56
2436,03:07:57
2437,03:08:00
2438,03:08:01
2439,03:08:01
2440,03:08:01
2441,03:08:02
2442,03:08:02
2443,03:08:04
2444,03:08:04
2445,03:08:04
2446,03:08:05
2447,03:08:05
2448,03:08:05
2449,03:08:07
2450,03:08:08
2451,03:08:09
2452,03:08:09
2453,03:08:09
2454,03:08:10
2455,03:08:10
2456,03:08:10
2457,03:08:10
2458,03:08:11
2459,03:08:11
2460,03:08:11
2461,03:08:12
2462,03:08:12
2463,03:08:13
2464,03:08:14
2465,03:08:14
2466,03:08:15
2467,03:08:16
2468,03:08:16
2469,03:08:17
2470,03:08:18
2471,03:08:19
2472,03:08:20
2473,03:08:20
2474,03:08:20
2475,03:08:20
2476,03:08:20
2477,03:08:21
2478,03:08:22
2479,03:08:22
2480,03:08:22
2481,03:08:22
2482,03:08:23
2483,03:08:24
2484,03:08:24
2485,03:08:25
2486,03:08:26
2487,03:08:26
2488,03:08:26
2489,03:08:27
2490,03:08:27
2491,03:08:28
2492,03:08:29
2493,03:08:29
2494,03:08:29
2495,03:08:30
2496,03:08:30
2497,03:08:32
2498,03:08:32
2499,03:08:32
2500,03:08:32
2501,03:08:32
2502,03:08:35
2503,03:08:36
2504,03:08:36
2505,03:08:37
2506,03:08:37
2507,03:08:37
2508,03:08:42
2509,03:08:42
2510,03:08:43
2511,03:08:45
2512,03:08:47
2513,03:08:47
2514,03:08:48
2515,03:08:48
2516,03:08:49
2517,03:08:49
2518,03:08:50
2519,03:08:50
2520,03:08:51
2521,03:08:51
2522,03:08:51
2523,03:08:52
2524,03:08:53
2525,03:08:53
2526,03:08:54
2527,03:08:54
2528,03:08:55
2529,03:08:55
2530,03:08:56
2531,03:08:56
2532,03:08:56
2533,03:08:56
2534,03:08:56
2535,03:08:56
2536,03:08:56
2537,03:08:57
2538,03:08:57
2539,03:08:58
2540,03:08:58
2541,03:08:58
2542,03:08:59
2543,03:09:00
2544,03:09:00
2545,03:09:00
2546,03:09:02
2547,03:09:02
2548,03:09:04
2549,03:09:04
2550,03:09:04
2551,03:09:05
2552,03:09:05
2553,03:09:06
2554,03:09:07
2555,03:09:08
2556,03:09:09
2557,03:09:09
2558,03:09:09
2559,03:09:10
2560,03:09:10
2561,03:09:10
2562,03:09:11
2563,03:09:12
2564,03:09:12
2565,03:09:12
2566,03:09:12
2567,03:09:12
2568,03:09:13
2569,03:09:13
2570,03:09:14
2571,03:09:14
2572,03:09:14
2573,03:09:15
2574,03:09:15
2575,03:09:16
2576,03:09:16
2577,03:09:17
2578,03:09:17
2579,03:09:18
2580,03:09:19
2581,03:09:19
2582,03:09:19
2583,03:09:20
2584,03:09:20
2585,03:09:20
2586,03:09:21
2587,03:09:21
2588,03:09:22
2589,03:09:22
2590,03:09:22
2591,03:09:23
2592,03:09:23
2593,03:09:25
2594,03:09:25
2595,03:09:26
2596,03:09:27
2597,03:09:27
2598,03:09:27
2599,03:09:28
2600,03:09:28
2601,03:09:28
2602,03:09:29
2603,03:09:30
2604,03:09:30
2605,03:09:30
2606,03:09:30
2607,03:09:30
2608,03:09:31
2609,03:09:31
2610,03:09:32
2611,03:09:32
2612,03:09:33
2613,03:09:33
2614,03:09:33
2615,03:09:33
2616,03:09:33
2617,03:09:34
2618,03:09:34
2619,03:09:34
2620,03:09:34
2621,03:09:34
2622,03:09:35
2623,03:09:35
2624,03:09:36
2625,03:09:37
2626,03:09:37
2627,03:09:37
2628,03:09:37
2629,03:09:38
2630,03:09:38
2631,03:09:40
2632,03:09:40
2633,03:09:40
2634,03:09:41
2635,03:09:41
2636,03:09:43
2637,03:09:43
2638,03:09:44
2639,03:09:44
2640,03:09:44
2641,03:09:44
2642,03:09:44
2643,03:09:45
2644,03:09:45
2645,03:09:46
2646,03:09:46
2647,03:09:46
2648,03:09:46
2649,03:09:46
2650,03:09:46
2651,03:09:46
2652,03:09:47
2653,03:09:48
2654,03:09:48
2655,03:09:48
2656,03:09:48
2657,03:09:48
2658,03:09:49
2659,03:09:49
2660,03:09:50
2661,03:09:50
2662,03:09:50
2663,03:09:51
2664,03:09:52
2665,03:09:52
2666,03:09:53
2667,03:09:54
2668,03:09:54
2669,03:09:55
2670,03:09:56
2671,03:09:56
2672,03:09:56
2673,03:09:57
2674,03:09:57
2675,03:09:58
2676,03:09:58
2677,03:09:58
2678,03:09:58
2679,03:09:58
2680,03:10:00
2681,03:10:00
2682,03:10:00
2683,03:10:00
2684,03:10:01
2685,03:10:02
2686,03:10:03
2687,03:10:05
2688,03:10:05
2689,03:10:05
2690,03:10:05
2691,03:10:06
2692,03:10:06
2693,03:10:07
2694,03:10:08
2695,03:10:09
2696,03:10:09
2697,03:10:10
2698,03:10:10
2699,03:10:10
2700,03:10:12
2701,03:10:12
2702,03:10:13
2703,03:10:14
2704,03:10:15
2705,03:10:15
2706,03:10:16
2707,03:10:16
2708,03:10:17
2709,03:10:17
2710,03:10:17
2711,03:10:17
2712,03:10:17
2713,03:10:18
2714,03:10:18
2715,03:10:18
2716,03:10:18
2717,03:10:18
2718,03:10:18
2719,03:10:18
2720,03:10:19
2721,03:10:20
2722,03:10:21
2723,03:10:21
2724,03:10:21
2725,03:10:22
2726,03:10:22
2727,03:10:23
2728,03:10:24
2729,03:10:25
2730,03:10:25
2731,03:10:26
2732,03:10:26
2733,03:10:27
2734,03:10:27
2735,03:10:27
2736,03:10:28
2737,03:10:29
2738,03:10:29
2739,03:10:30
2740,03:10:30
2741,03:10:30
2742,03:10:30
2743,03:10:31
2744,03:10:31
2745,03:10:32
2746,03:10:33
2747,03:10:33
2748,03:10:34
2749,03:10:34
2750,03:10:34
2751,03:10:35
2752,03:10:36
2753,03:10:36
2754,03:10:36
2755,03:10:37
2756,03:10:37
2757,03:10:37
2758,03:10:37
2759,03:10:37
2760,03:10:38
2761,03:10:38
2762,03:10:38
2763,03:10:39
2764,03:10:39
2765,03:10:39
2766,03:10:39
2767,03:10:41
2768,03:10:41
2769,03:10:41
2770,03:10:42
2771,03:10:42
2772,03:10:42
2773,03:10:43
2774,03:10:43
2775,03:10:43
2776,03:10:44
2777,03:10:44
2778,03:10:44
2779,03:10:45
2780,03:10:45
2781,03:10:45
2782,03:10:45
2783,03:10:45
2784,03:10:46
2785,03:10:46
2786,03:10:47
2787,03:10:47
2788,03:10:47
2789,03:10:48
2790,03:10:49
2791,03:10:49
2792,03:10:49
2793,03:10:49
2794,03:10:50
2795,03:10:50
2796,03:10:50
2797,03:10:51
2798,03:10:52
2799,03:10:53
2800,03:10:53
2801,03:10:53
2802,03:10:54
2803,03:10:54
2804,03:10:54
2805,03:10:54
2806,03:10:55
2807,03:10:55
2808,03:10:55
2809,03:10:56
2810,03:10:56
2811,03:10:56
2812,03:10:56
2813,03:10:56
2814,03:10:57
2815,03:10:57
2816,03:10:57
2817,03:10:58
2818,03:10:58
2819,03:10:58
2820,03:10:59
2821,03:10:59
2822,03:11:00
2823,03:11:00
2824,03:11:00
2825,03:11:02
2826,03:11:03
2827,03:11:03
2828,03:11:03
2829,03:11:04
2830,03:11:04
2831,03:11:05
2832,03:11:05
2833,03:11:05
2834,03:11:06
2835,03:11:06
2836,03:11:06
2837,03:11:07
2838,03:11:07
2839,03:11:07
2840,03:11:07
2841,03:11:07
2842,03:11:08
2843,03:11:08
2844,03:11:09
2845,03:11:09
2846,03:11:09
2847,03:11:09
2848,03:11:10
2849,03:11:10
2850,03:11:10
2851,03:11:12
2852,03:11:13
2853,03:11:13
2854,03:11:14
2855,03:11:15
2856,03:11:15
2857,03:11:15
2858,03:11:16
2859,03:11:16
2860,03:11:16
2861,03:11:17
2862,03:11:17
2863,03:11:17
2864,03:11:18
2865,03:11:19
2866,03:11:20
2867,03:11:22
2868,03:11:23
2869,03:11:23
2870,03:11:23
2871,03:11:23
2872,03:11:24
2873,03:11:25
2874,03:11:26
2875,03:11:26
2876,03:11:26
2877,03:11:26
2878,03:11:27
2879,03:11:27
2880,03:11:27
2881,03:11:28
2882,03:11:30
2883,03:11:30
2884,03:11:30
2885,03:11:30
2886,03:11:30
2887,03:11:30
2888,03:11:31
2889,03:11:31
2890,03:11:31
2891,03:11:31
2892,03:11:32
2893,03:11:32
2894,03:11:32
2895,03:11:32
2896,03:11:32
2897,03:11:34
2898,03:11:34
2899,03:11:35
2900,03:11:35
2901,03:11:36
2902,03:11:36
2903,03:11:36
2904,03:11:36
2905,03:11:37
2906,03:11:38
2907,03:11:38
2908,03:11:38
2909,03:11:39
2910,03:11:39
2911,03:11:39
2912,03:11:39
2913,03:11:39
2914,03:11:40
2915,03:11:40
2916,03:11:40
2917,03:11:40
2918,03:11:41
2919,03:11:42
2920,03:11:42
2921,03:11:43
2922,03:11:44
2923,03:11:44
2924,03:11:44
2925,03:11:45
2926,03:11:45
2927,03:11:45
2928,03:11:46
2929,03:11:46
2930,03:11:46
2931,03:11:46
2932,03:11:46
2933,03:11:46
2934,03:11:46
2935,03:11:47
2936,03:11:48
2937,03:11:48
2938,03:11:48
2939,03:11:48
2940,03:11:48
2941,03:11:49
2942,03:11:49
2943,03:11:49
2944,03:11:49
2945,03:11:50
2946,03:11:50
2947,03:11:50
2948,03:11:51
2949,03:11:51
2950,03:11:51
2951,03:11:52
2952,03:11:52
2953,03:11:52
2954,03:11:53
2955,03:11:53
2956,03:11:53
2957,03:11:54
2958,03:11:55
2959,03:11:56
2960,03:11:56
2961,03:11:56
2962,03:11:57
2963,03:11:57
2964,03:11:58
2965,03:11:58
2966,03:11:58
2967,03:11:59
2968,03:11:59
2969,03:12:00
2970,03:12:00
2971,03:12:00
2972,03:12:01
2973,03:12:01
2974,03:12:01
2975,03:12:02
2976,03:12:02
2977,03:12:02
2978,03:12:07
2979,03:12:07
2980,03:12:08
2981,03:12:08
2982,03:12:08
2983,03:12:08
2984,03:12:08
2985,03:12:08
2986,03:12:09
2987,03:12:09
2988,03:12:09
2989,03:12:09
2990,03:12:09
2991,03:12:09
2992,03:12:09
2993,03:12:10
2994,03:12:10
2995,03:12:10
2996,03:12:11
2997,03:12:11
2998,03:12:11
2999,03:12:11
3000,03:12:11
3001,03:12:12
3002,03:12:12
3003,03:12:12
3004,03:12:12
3005,03:12:12
3006,03:12:13
3007,03:12:14
3008,03:12:15
3009,03:12:15
3010,03:12:15
3011,03:12:16
3012,03:12:17
3013,03:12:18
3014,03:12:18
3015,03:12:18
3016,03:12:18
3017,03:12:18
3018,03:12:18
3019,03:12:18
3020,03:12:18
3021,03:12:18
3022,03:12:19
3023,03:12:19
3024,03:12:19
3025,03:12:20
3026,03:12:21
3027,03:12:22
3028,03:12:22
3029,03:12:22
3030,03:12:23
3031,03:12:24
3032,03:12:25
3033,03:12:25
3034,03:12:25
3035,03:12:26
3036,03:12:26
3037,03:12:26
3038,03:12:26
3039,03:12:27
3040,03:12:27
3041,03:12:27
3042,03:12:28
3043,03:12:28
3044,03:12:29
3045,03:12:29
3046,03:12:29
3047,03:12:29
3048,03:12:29
3049,03:12:30
3050,03:12:30
3051,03:12:30
3052,03:12:30
3053,03:12:30
3054,03:12:30
3055,03:12:30
3056,03:12:31
3057,03:12:31
3058,03:12:31
3059,03:12:31
3060,03:12:31
3061,03:12:32
3062,03:12:32
3063,03:12:33
3064,03:12:33
3065,03:12:33
3066,03:12:33
3067,03:12:33
3068,03:12:34
3069,03:12:34
3070,03:12:34
3071,03:12:34
3072,03:12:36
3073,03:12:37
3074,03:12:37
3075,03:12:37
3076,03:12:38
3077,03:12:38
3078,03:12:38
3079,03:12:39
3080,03:12:39
3081,03:12:39
3082,03:12:39
3083,03:12:39
3084,03:12:39
3085,03:12:40
3086,03:12:40
3087,03:12:40
3088,03:12:40
3089,03:12:40
3090,03:12:41
3091,03:12:41
3092,03:12:41
3093,03:12:41
3094,03:12:42
3095,03:12:42
3096,03:12:42
3097,03:12:42
3098,03:12:43
3099,03:12:43
3100,03:12:45
3101,03:12:45
3102,03:12:46
3103,03:12:46
3104,03:12:46
3105,03:12:46
3106,03:12:46
3107,03:12:46
3108,03:12:47
3109,03:12:47
3110,03:12:47
3111,03:12:47
3112,03:12:48
3113,03:12:48
3114,03:12:49
3115,03:12:49
3116,03:12:49
3117,03:12:50
3118,03:12:50
3119,03:12:51
3120,03:12:51
3121,03:12:51
3122,03:12:51
3123,03:12:51
3124,03:12:51
3125,03:12:52
3126,03:12:52
3127,03:12:52
3128,03:12:52
3129,03:12:53
3130,03:12:53
3131,03:12:53
3132,03:12:54
3133,03:12:54
3134,03:12:54
3135,03:12:54
3136,03:12:54
3137,03:12:54
3138,03:12:55
3139,03:12:56
3140,03:12:56
3141,03:12:56
3142,03:12:57
3143,03:12:57
3144,03:12:58
3145,03:12:58
3146,03:12:58
3147,03:12:58
3148,03:12:59
3149,03:13:00
3150,03:13:00
3151,03:13:01
3152,03:13:01
3153,03:13:01
3154,03:13:01
3155,03:13:01
3156,03:13:02
3157,03:13:02
3158,03:13:02
3159,03:13:03
3160,03:13:03
3161,03:13:04
3162,03:13:04
3163,03:13:05
3164,03:13:05
3165,03:13:06
3166,03:13:06
3167,03:13:06
3168,03:13:07
3169,03:13:07
3170,03:13:07
3171,03:13:08
3172,03:13:08
3173,03:13:08
3174,03:13:08
3175,03:13:09
3176,03:13:09
3177,03:13:10
3178,03:13:10
3179,03:13:11
3180,03:13:11
3181,03:13:11
3182,03:13:11
3183,03:13:11
3184,03:13:11
3185,03:13:12
3186,03:13:12
3187,03:13:12
3188,03:13:12
3189,03:13:13
3190,03:13:14
3191,03:13:14
